,restaurant,entree,price,description,cuisine
24931,Marco's Pizza 8469,Gluten-Free Crust (Medium) Barbq Chicken Pizza,$13.99,"Grilled chicken, bacon, onions, our signature 3 cheese and original sauce, topped with tangy BBQ sauce.",N/A
24932,Marco's Pizza 8469,Gluten-Free Crust (Medium) The Works Pizza,$14.99,"Pepperoni, ham, green peppers, Italian sausage, mushrooms, bacon, onions, our original sauce and signature 3 cheeses.",N/A
24933,Marco's Pizza 8469,Pepperoni Calzone,$7.99,"Stuffed with pepperoni and our signature 3 cheeses, served with a side of our original pizza sauce.",N/A
24934,Marco's Pizza 8469,Deluxe Calzone,$7.99,"Stuffed with pepperoni, Italian sausage, mushrooms, green peppers, onions and
                      our signature 3 cheeses, served with a side of our original pizza sauce.",N/A
24935,Marco's Pizza 8469,Chicken Classico Calzone,$7.99,"Stuffed with grilled chicken, bacon, onions and our signatures 3 cheeses, served with a side of our ranch dipping sauce.",N/A
24936,Marco's Pizza 8469,All Meat Calzone,$7.99,"Stuffed with pepperoni, ham, Italian sausage, bacon and our signature 3 cheeses, served with a side of our original pizza sauce.",N/A
24937,Marco's Pizza 8469,Build Your Own Calzone,$7.99,"Stuffed with up to 5 toppings of your choice and our signature 3 cheeses, served with a side of our original pizza sauce.",N/A
24938,Mono Loco Grill,Tortas,$7.00,,N/A
24939,Mono Loco Grill,Tacos,$1.50,,N/A
24940,Mono Loco Grill,Fajitas,$11.00,,N/A
24941,Mono Loco Grill,Carne Asada,$11.00,,N/A
24942,Mono Loco Grill,Quesadillas,$6.00,,N/A
24943,Uncle Lou's Fried Chicken,Wing Meal,$8.38,"4 Whole Wings, 1 Side, 1 Biscuit",N/A
24944,Uncle Lou's Fried Chicken,Manager's Special,$16.28,"8 Whole Wings, 2 Individual Sides, 3 Biscuits",N/A
24945,Uncle Lou's Fried Chicken,2 Piece Chicken Meal Deal,,With 1 side and 1 biscuit.,N/A
24946,Uncle Lou's Fried Chicken,4 Piece Chicken Meal Deal,,With a side and a biscuit.,N/A
24947,Uncle Lou's Fried Chicken,12 Piece Chicken Meal Deal,,With 2 Family Sides and 6 biscuits.,N/A
24948,Uncle Lou's Fried Chicken,16 Piece Chicken Meal Deal,,With 3 Family Sides and 9 biscuits.,N/A
24949,Uncle Lou's Fried Chicken,24 Piece Chicken Meal Deal,,With 4 Family Sides and 12 biscuits.,N/A
24950,Uncle Lou's Fried Chicken,32 Piece Chicken Meal Deal,,With 6 Family Sides and 18 biscuits,N/A
24951,Uncle Lou's Fried Chicken,3pc Tender Meal,$9.08,Comes with Biscuits and Sides,N/A
24952,Uncle Lou's Fried Chicken,6pc Tender Meal,$17.68,Comes with Biscuits and Sides,N/A
24953,Uncle Lou's Fried Chicken,Dark Chicken,,,N/A
24954,Uncle Lou's Fried Chicken,Mixed Chicken,,,N/A
24955,Uncle Lou's Fried Chicken,White Chicken,,,N/A
24956,Uncle Lou's Fried Chicken,Chicken Tenders,,,N/A
24957,Uncle Lou's Fried Chicken,Chicken Drum Stick,$2.18,,N/A
24958,Uncle Lou's Fried Chicken,Chicken Drum Stick Combo,$5.96,Served with choice of side and drink.,N/A
24959,Uncle Lou's Fried Chicken,Chicken Wing,$2.08,,N/A
24960,Uncle Lou's Fried Chicken,Chicken Wing Combo,$5.96,Served with choice of side and drink.,N/A
24961,Uncle Lou's Fried Chicken,Chicken Thigh,$2.48,,N/A
24962,Uncle Lou's Fried Chicken,Chicken Thigh Combo,$6.26,Served with choice of side and drink.,N/A
24963,Uncle Lou's Fried Chicken,Chicken Breast,$3.48,,N/A
24964,Uncle Lou's Fried Chicken,Chicken Breast Combo,$7.26,Served with choice of side and drink.,N/A
24965,Uncle Lou's Fried Chicken,Chicken Tender,$2.28,,N/A
24966,Uncle Lou's Fried Chicken,Chicken Tender Combo,$6.16,Served with choice of side and drink.,N/A
24967,Uncle Lou's Fried Chicken,Buffalo Wings,,,N/A
24968,Uncle Lou's Fried Chicken,Homestyle Buffalo Wings Combo,,Served with choice of side and drink.,N/A
24969,Uncle Lou's Fried Chicken,Homestyle Whole Wings,,,N/A
24970,Uncle Lou's Fried Chicken,Homestyle Whole Wings Combo,,Served with choice of side and drink.,N/A
24971,Uncle Lou's Fried Chicken,Sweet Spicy Love Mild Whole Wings,,,N/A
24972,Uncle Lou's Fried Chicken,Sweet Spicy Love Mild Whole Wings Combo,,Served with choice of side and drink.,N/A
24973,Uncle Lou's Fried Chicken,Sweet Spicy Love Hot Whole Wings,,,N/A
24974,Uncle Lou's Fried Chicken,Sweet Spicy Love Hot Whole Wings Combo,,Served with choice of side and drink.,N/A
24975,Uncle Lou's Fried Chicken,Jumbo Chicken Tender Sandwich,$8.38,Deep fried or grilled.,N/A
24976,Uncle Lou's Fried Chicken,Jumbo Chicken Tender Sandwich Combo,$13.56,Deep fried or grilled. Served with choice of side and drink.,N/A
24977,Uncle Lou's Fried Chicken,Super Grilled Cheese Sandwich,$6.28,,N/A
24978,Uncle Lou's Fried Chicken,Super Grilled Cheese Sandwich Combo,$11.46,Served with choice of side and drink.,N/A
24979,Uncle Lou's Fried Chicken,Honey Dipped Smoke Sausage Sandwich,$7.98,,N/A
24980,Uncle Lou's Fried Chicken,Honey Dipped Smoke Sausage Sandwich Combo,$13.16,Served with choice of side and drink.,N/A
24981,Uncle Lou's Fried Chicken,Tennessee Round Steak Sandwich,$7.78,Hot or mild.,N/A
24982,Uncle Lou's Fried Chicken,Tennessee Round Steak Sandwich Combo,$12.96,Hot or mild. Served with choice of side and drink.,N/A
24983,Uncle Lou's Fried Chicken,1/3 lb. Jumbo Cheeseburger,$6.38,,N/A
24984,Uncle Lou's Fried Chicken,1/3 lb. Jumbo Cheeseburger Combo,$11.56,Served with choice of side and drink.,N/A
24985,Uncle Lou's Fried Chicken,2/3 lb. Double Cheeseburger,$8.78,,N/A
24986,Uncle Lou's Fried Chicken,2/3 lb. Double Cheeseburger Combo,$12.96,Served with choice of side and drink.,N/A
24987,Uncle Lou's Fried Chicken,1 lb. Monster Cheeseburger,$10.58,,N/A
24988,Uncle Lou's Fried Chicken,1 lb. Monster Cheeseburger Combo,$14.76,Served with choice of side and drink.,N/A
24989,Uncle Lou's Fried Chicken,1 and 1/3 lb. Ultimate Monster Cheeseburger,$10.98,,N/A
24990,Uncle Lou's Fried Chicken,The Fatboy Sandwich,$8.18,"3 slices of Texas toast, 4 slices of cheese with premium ham and/or turkey.",N/A
24991,Uncle Lou's Fried Chicken,The Fatboy Sandwich Combo,$12.36,"3 slices of Texas toast, 4 slices of cheese with premium ham and/or turkey. Served with choice of side and drink.",N/A
24992,Uncle Lou's Fried Chicken,Chicken Biscuit,$3.88,,N/A
24993,Uncle Lou's Fried Chicken,Chicken Biscuit Combo,$9.06,Served with choice of side and drink.,N/A
24994,Uncle Lou's Fried Chicken,Jumbo Turkey Burger,$6.38,,N/A
24995,Uncle Lou's Fried Chicken,Jumbo Turkey Burger Combo,$11.38,Served with choice of side and drink.,N/A
24996,Uncle Lou's Fried Chicken,Double Turkey Burger,$7.58,,N/A
24997,Uncle Lou's Fried Chicken,Double Turkey Burger Combo,$12.76,Served with choice of side and drink.,N/A
24998,Uncle Lou's Fried Chicken,1 and 1/3 lb. Ultimate Monster Cheeseburger Combo,$15.16,Served with choice of side and drink.,N/A
24999,Uncle Lou's Fried Chicken,Corrupted Carrots,,,N/A
25000,Uncle Lou's Fried Chicken,Fried Dill Pickle,,,N/A
25001,Uncle Lou's Fried Chicken,Fries,,,N/A
25002,Uncle Lou's Fried Chicken,Coleslaw,,,N/A
25003,Uncle Lou's Fried Chicken,Fried Okra,,,N/A
25004,Uncle Lou's Fried Chicken,Onion Rings,,,N/A
25005,Uncle Lou's Fried Chicken,Potato Salad,,,N/A
25006,Uncle Lou's Fried Chicken,Corn Nuggets,,,N/A
25007,Uncle Lou's Fried Chicken,Bacon,$2.18,,N/A
25008,Uncle Lou's Fried Chicken,Peppers,$0.28,,N/A
25009,Uncle Lou's Fried Chicken,Cheese,$1.18,,N/A
25010,Uncle Lou's Fried Chicken,5 Peppers,$1.18,,N/A
25011,Uncle Lou's Fried Chicken,Sweet Spicy Love,,You have the choice of sweet spicy love hot and sweet spicy love mild,N/A
25012,Uncle Lou's Fried Chicken,Honey Buttered Biscuits,,,N/A
25013,Uncle Lou's Fried Chicken,Mom's Chocolate Cake (chocolate cake),$5.48,,N/A
25014,Uncle Lou's Fried Chicken,Strawberry Shortcake,$5.48,,N/A
25015,Uncle Lou's Fried Chicken,Strawberry Banana Pudding,$5.48,,N/A
25016,Uncle Lou's Fried Chicken,Cherry Pie,$3.18,,N/A
25017,Uncle Lou's Fried Chicken,Chocolate Pie,$3.18,,N/A
25018,Uncle Lou's Fried Chicken,Coconut Pie,$3.18,,N/A
25019,Uncle Lou's Fried Chicken,Peach Pie,$3.18,,N/A
25020,Uncle Lou's Fried Chicken,Mixed Berry Shortcake,$4.98,,N/A
25021,Uncle Lou's Fried Chicken,Mom's Chocolate Cake (yellow cake),$5.48,,N/A
25022,Uncle Lou's Fried Chicken,Apple Pie,$3.18,,N/A
25023,Uncle Lou's Fried Chicken,Soft Drink,,,N/A
25024,Uncle Lou's Fried Chicken,Cool Aide,,,N/A
25025,Uncle Lou's Fried Chicken,Tea,,Sweetened or unsweetened.,N/A
25026,Uncle Lou's Fried Chicken,Gallon Tea,$6.18,,N/A
25027,Uncle Lou's Fried Chicken,Gallon Fruit Punch,$6.18,,N/A
25028,Uncle Lou's Fried Chicken,Gallon Lemonade,$6.18,,N/A
25029,Nutrition Bar,Deluxe Protein Bar,$2.00,"10 g. protein, 140 calories.",N/A
25030,Nutrition Bar,Express Meal Bar,$4.00,"15 g. protein, 200 calories, 5 g. fiber, 21 vitamins and minerals.",N/A
25031,Nutrition Bar,Protein Bites,$2.00,"4 g. protein, 60 calories per piece.",N/A
25032,Nutrition Bar,24 Achieve Protein Bar,$4.00,"20 g. protein, 230 calories, 4 g. sugar.",N/A
25033,Nutrition Bar,Pre-Workout Combo,$8.00,1/2 size shake and pre-workout tea.,N/A
25034,Nutrition Bar,Post Workout Combo,$14.00,Rebuild shake and electrolytes (CR7) sport drink with aloe.,N/A
25035,Nutrition Bar,Level 2 Combo,$13.00,Meal replacement shake and level 2 tea.,N/A
25036,Nutrition Bar,Fun Size Combo,$8.00,"1/2 size shake, 1 tea and 1 liftoff or 1 booster.",N/A
25037,Nutrition Bar,Level 1 Combo,$11.00,Meal replacement shake and level 1 tea.,N/A
25038,Nutrition Bar,Aloe Short,$1.00,Supports healthy digestion and nutrient absorption.,N/A
25039,Nutrition Bar,Fat Burner,$4.00,Helps control hunger and reduce body fat.,N/A
25040,Nutrition Bar,Collagen Beauty Booster,$3.00,"Supports strong nails, healthy hairand skin.",N/A
25041,Nutrition Bar,Pre Workout,$4.00,Promotes healthy blood flow and nutrient delivery to muscles.,N/A
25042,Nutrition Bar,Immune Booster,$3.00,"Vitamin C, zinc and echinacea supports immune health.",N/A
25043,Nutrition Bar,Niteworks,$3.00,"Nitric oxide booster, supports healthy function of heart and brain.",N/A
25044,Nutrition Bar,Level 1 Tea,$3.00,"Pick a herbal tea flavor of raspberry, lemon, pomegranate, chai.",N/A
25045,Nutrition Bar,Level 2 Tea,$5.00,,N/A
25046,Nutrition Bar,Thin Mint,$8.00,,N/A
25047,Nutrition Bar,Peanut Butter Banana,$8.00,Gluten-Free.,N/A
25048,Nutrition Bar,Cookies 'n Cream,$8.00,,N/A
25049,Nutrition Bar,Blueberry Muffin,$8.00,Gluten-Free.,N/A
25050,Nutrition Bar,Bahama Breeze,$8.00,Gluten-Free.,N/A
25051,Nutrition Bar,Snickers,$8.00,,N/A
25052,Nutrition Bar,Maple Pecan Mocha,$8.00,,N/A
25053,Nutrition Bar,Turtle Cheesecake,$8.00,Gluten-Free.,N/A
25054,Nutrition Bar,Maple Pecan Latte,$8.00,Gluten-Free.,N/A
25055,Nutrition Bar,Orange Dreamsicle,$8.00,Gluten-Free.,N/A
25056,Nutrition Bar,Oatmeal Cookie,$8.00,,N/A
25057,Nutrition Bar,Butterfinger,$8.00,,N/A
25058,Nutrition Bar,Fudgesicle,$8.00,,N/A
25059,Nutrition Bar,PB&J,$8.00,Gluten-Free.,N/A
25060,Nutrition Bar,Pina Colada,$8.00,Gluten-Free.,N/A
25061,Nutrition Bar,Strawberry Scone,$8.00,Gluten-Free.,N/A
25062,Nutrition Bar,Strawberry Orange Refresher,$8.00,Gluten-Free.,N/A
25063,Nutrition Bar,Peanut Brittle,$8.00,Gluten-Free.,N/A
25064,Nutrition Bar,Reese's,$8.00,Gluten-Free.,N/A
25065,Nutrition Bar,Strawberry Cheesecake,$8.00,Gluten-Free.,N/A
25066,Nutrition Bar,Salted Caramel,$8.00,Gluten-Free.,N/A
25067,Nutrition Bar,Strawberry Banana,$8.00,Gluten-Free.,N/A
25068,Nutrition Bar,Banana Caramel,$8.00,Gluten-Free.,N/A
25069,Nutrition Bar,Elvis,$8.00,,N/A
25070,Nutrition Bar,Chocolate Covered Strawberry,$8.00,,N/A
25071,Nutrition Bar,Caramel Latte,$8.00,Gluten-Free.,N/A
25072,Nutrition Bar,No Bake Cookie,$8.00,,N/A
25073,Nutrition Bar,Caramel Apple Pie,$8.00,Gluten-Free.,N/A
25074,Nutrition Bar,Birthday Cake,$8.00,Gluten-Free.,N/A
25075,Nutrition Bar,Peanut Butter Pancake,$8.00,,N/A
25076,Nutrition Bar,Caramel Latte,$8.00,Gluten-Free.,N/A
25077,Nutrition Bar,White Chocolate Snickers,$8.00,,N/A
25078,Nutrition Bar,Banana Nut Bread,$8.00,Gluten-Free.,N/A
25079,Nutrition Bar,Cafe Mocha,$8.00,,N/A
25080,Nutrition Bar,Nutter Butter,$8.00,,N/A
25081,Nutrition Bar,Peanut Butter Pie,$8.00,,N/A
25082,Nutrition Bar,Captain Crunch,$8.00,Gluten-Free.,N/A
25083,Nutrition Bar,Mint Chocolate Chip,$8.00,,N/A
25084,Nutrition Bar,Dulce de Leche,$8.00,Gluten-Free.,N/A
25085,Nutrition Bar,Orange Tootsie Pop,$8.00,,N/A
25086,Nutrition Bar,Cafe Latte,$8.00,Gluten-Free.,N/A
25087,Nutrition Bar,Sugar Cookie,$8.00,,N/A
25088,Nutrition Bar,S'mores,$8.00,,N/A
25089,Nutrition Bar,Brownie Batter,$8.00,,N/A
25090,Nutrition Bar,Pecan Pie,$8.00,Gluten-Free.,N/A
25091,Nutrition Bar,Snickerdoodle,$8.00,,N/A
25092,Nutrition Bar,Cinnamon Roll,$8.00,,N/A
25093,Nutrition Bar,Birthday Cake,$8.00,Gluten-Free.,N/A
25094,Nutrition Bar,Probiotic,$2.00,Supports gut and digestive health.,N/A
25095,Nutrition Bar,Extra Fiber,$1.00,"5 g. fiber, 15 calories and supports regularity.",N/A
25096,Nutrition Bar,Collagen Beauty Booster,$3.00,"Supports strong nails, healthy hair and skin.",N/A
25097,Nutrition Bar,Liftoff,$3.00,"15 calories, 75 mg. caffeine supports brain function and increases metabolism.",N/A
25098,Nutrition Bar,Immune Booster,$3.00,"Vitamin C, zinc, echinacea and supports immune health.",N/A
25099,Nutrition Bar,Whey,$2.00,"24 g. protein, 190 calories and helps rebuild fatigued muscles.",N/A
25100,Nutrition Bar,Extra Protein,$2.00,"7.5 g. protein, 55 calories, helps satisfy hunger and maintain lean muscle mass.",N/A
25101,Nutrition Bar,Beverage Mix,$2.00,"15 g. protein, 70 calories.",N/A
25102,Nutrition Bar,Niteworks,$3.00,"Nitric oxide booster, supports healthy function of heart and brain.",N/A
25103,Nutrition Bar,Fat Burner,$4.00,Helps control hunger and reduce body fat.,N/A
25104,Nutrition Bar,Iced Coffee,$6.00,"15 g. protein, 100 calories, 80 mg. caffeine, 2 g. sugar.",N/A
25105,Nutrition Bar,Aloe Water,$4.00,"0 calories, supports healthy digestion and nutrient absorption.",N/A
25106,Nutrition Bar,Electrolytes (CR7) Sport Drink,$3.00,"Supports hydration, enhances metabolism.",N/A
25107,El Gallito,Carne Ascada,$9.25,Steak with rice and bean.,N/A
25108,El Gallito,Bistec Ranchero,$9.75,Steak with ranchero sauce.,N/A
25109,El Gallito,Bistec Encebollado,$9.75,Steak with onions.,N/A
25110,El Gallito,Bistec de Pierna de Pollo,$7.59,,N/A
25111,El Gallito,Bistec a la Mexicana,$9.75,Mixed steak.,N/A
25112,El Gallito,Majarra Frita,$10.25,Fried tilapias.,N/A
25113,El Gallito,Filere de Pescado,$9.25,Catfish filet.,N/A
25114,El Gallito,Camarones a la Plancha,$10.25,Grilled shrimp.,N/A
25115,El Gallito,Pescado Frito,$7.99,Fried catfish.,N/A
25116,El Gallito,Camarones a la Diabla,$10.25,Shrimp with hot salsa.,N/A
25117,El Gallito,Fajitas de Res,$9.99,"Beef fajitas served with rice, bean, corn tortilla and salad.",N/A
25118,El Gallito,Fajitas de Camaron y Res,$10.99,"Shrimp and beef fajitas served with rice, beans, corn tortilla and salad.",N/A
25119,El Gallito,Chicken Fajitas,$9.99,Rice and bean.,N/A
25120,El Gallito,Fajitas de Camarones,$10.25,"Shrimp fajitas served with rice, beans, corn tortilla and salad.",N/A
25121,El Gallito,Combinacion Fajitas de Pollo Camaron y Res,$11.99,"Combination fajitas of chicken, shrimp and beef. Served with rice, beans, corn tortilla and salad.",N/A
25122,El Gallito,Caldo de Res Soup,,Beef soup tados las dias.,N/A
25123,El Gallito,Caldo de Camaron Soup,$9.59,,N/A
25124,El Gallito,Pazole Soup,,"Hominy soup vierness, sabado y domingo.",N/A
25125,El Gallito,Caldo de Pescoda Soup,,Fish soup tados los dias.,N/A
25126,El Gallito,Menudo Soup,,"Beef tripe soup vierness, sabado y domingo.",N/A
25127,Taqueria Express,Steak,$2.95,,N/A
25128,Taqueria Express,Chicken,$2.95,,N/A
25129,Taqueria Express,Beef Tongue,$2.95,,N/A
25130,Taqueria Express,Seasoned Pork,$2.95,,N/A
25131,Taqueria Express,Pork Chunks,$2.95,,N/A
25132,Taqueria Express,Sausage,$2.95,,N/A
25133,Taqueria Express,Shredded Beef,$2.95,,N/A
25134,Taqueria Express,Steak & Sausage,$2.95,,N/A
25135,Taqueria Express,Caldo de Camaron,$8.95,,N/A
25136,Taqueria Express,Caldo Camaron y Pescado,$9.95,,N/A
25137,Taqueria Express,Coctel de Camaron,$9.95,,N/A
25138,Taqueria Express,Menudo,$8.50,,N/A
25139,Taqueria Express,Posole,$7.95,,N/A
25140,Taqueria Express,Tostada de Ceviche,$3.95,,N/A
25141,Taqueria Express,Quesadilla,$5.95,,N/A
25142,Taqueria Express,Steak Tortas,$5.95,,N/A
25143,Taqueria Express,Beef Tongue Tortas,$5.95,,N/A
25144,Taqueria Express,Shredded Beef Tortas,$5.95,,N/A
25145,Taqueria Express,Seasoned Pork Tortas,$5.95,,N/A
25146,Taqueria Express,Chicken Tortas,$5.95,,N/A
25147,Taqueria Express,Ham Tortas,$5.95,,N/A
25148,Taqueria Express,Pork Chunks Tortas,$5.95,,N/A
25149,Taqueria Express,Sausage Tortas,$5.95,,N/A
25150,Taqueria Express,Sausage & Eggs Tortas,$5.95,,N/A
25151,Taqueria Express,Steak & Sausage Tortas,$5.95,,N/A
25152,Taqueria Express,Milanesa de Polio Tortas,$5.95,,N/A
25153,Taqueria Express,Milanesa de Res Tortas,$5.95,,N/A
25154,Taqueria Express,Chicken,$1.65,,N/A
25155,Taqueria Express,Beef Tongue,$1.79,,N/A
25156,Taqueria Express,Seasoned Pork,$1.65,,N/A
25157,Taqueria Express,Pork Chunks,$1.65,,N/A
25158,Taqueria Express,Shredded Beef,$1.65,,N/A
25159,Taqueria Express,Steak,$1.79,,N/A
25160,Taqueria Express,Sausage,$1.75,,N/A
25161,Taqueria Express,Steak & Sausage,$1.75,,N/A
25162,Taqueria Express,Tripa,$2.50,,N/A
25163,Taqueria Express,Tripa y Nopales,$2.75,,N/A
25164,Taqueria Express,Tacos Asada & Nopal,$1.99,,N/A
25165,Taqueria Express,Burrito,$5.95,,N/A
25166,Taqueria Express,Fajitas de Pollo,$8.50,,N/A
25167,Taqueria Express,Fajitas de Res,$8.95,,N/A
25168,Taqueria Express,Fajitas de Camarones,$9.95,,N/A
25169,Taqueria Express,Fajitas Mix,$10.95,"Comes with chicken, beef, shrimp and sausage.",N/A
25170,Taqueria Express,A la Plancha,$8.50,,N/A
25171,Taqueria Express,Con Nopales,$9.50,Comes with beans and salad.,N/A
25172,Taqueria Express,En Salsa Chipotle,$9.50,Comes with rice and beans.,N/A
25173,Taqueria Express,A la Diabla,$8.95,,N/A
25174,Taqueria Express,A la Mexicana,$8.95,Comes with rice and beans.,N/A
25175,Taqueria Express,Carne Asada,$9.50,,N/A
25176,Taqueria Express,Con Nopales,$9.95,"Comes with rice, beans and salad.",N/A
25177,Taqueria Express,Camarones a la Plancha,$9.95,"Comes with rice, beans and salad.",N/A
25178,Taqueria Express,Camarones a la Diabla,$9.95,,N/A
25179,Taqueria Express,Camarones a la Mexicana,$9.95,,N/A
25180,Taqueria Express,Camarones Express,$9.95,Comes with beans and rice.,N/A
25181,Taqueria Express,Filete Empanizado,$9.95,"Comes with rice, French fries and salad.",N/A
25182,Taqueria Express,Steak,$1.95,,N/A
25183,Taqueria Express,Chicken,$1.95,,N/A
25184,Taqueria Express,Beef Tongue,$1.95,,N/A
25185,Taqueria Express,Seasoned Pork,$1.95,,N/A
25186,Taqueria Express,Pork Chunks,$1.95,,N/A
25187,Taqueria Express,Sausage,$1.95,,N/A
25188,Taqueria Express,Shredded Beef,$1.95,,N/A
25189,Taqueria Express,Steak & Sausage,$1.95,,N/A
25190,Taqueria Express,Torta de Tripa,$6.50,,N/A
25191,Taqueria Express,"Torta Jamon, Queso, Huevo",$5.95,,N/A
25192,Taqueria Express,Torta Hawaiian,$6.50,Ham and pineapple.,N/A
25193,Taqueria Express,Torta Cuban Especial,$7.50,"Sausage, ham, egg.",N/A
25194,Taqueria Express,Torta Toluquena,$6.95,"Sausage, bacon, ham.",N/A
25195,Taqueria Express,Torta Mexicana,$6.50,"Onion, tomato, jalapeno, asada pollo and chorizo.",N/A
25196,Taqueria Express,Torta Express,$6.50,"Rice, chicken.",N/A
25197,Taqueria Express,Torta Zuisa Especial,$6.95,"Ham, pineapple, cheese.",N/A
25198,Taqueria Express,Kids Chicken Fingers,$1.95,,N/A
25199,Taqueria Express,Kids Rice & Beans,$2.50,,N/A
25200,Taqueria Express,Kids Cheese Sticks,$1.95,,N/A
25201,Taqueria Express,Kids French Fries,$1.95,,N/A
25202,Taqueria Express,Kids Chicken Fingers & French Fries,$3.50,,N/A
25203,Taqueria Express,Kids Cheese Sticks & French Fries,$3.50,,N/A
25204,Taqueria Express,Rice,$2.50,,N/A
25205,Taqueria Express,Beans,$2.50,,N/A
25206,Taqueria Express,French Fries,$1.95,,N/A
25207,Taqueria Express,Sour Cream,$0.30,,N/A
25208,Taqueria Express,Salsa,$0.30,,N/A
25209,Taqueria Express,Horchata,,,N/A
25210,Taqueria Express,Melon,,,N/A
25211,Taqueria Express,Jamaica,,,N/A
25212,Taqueria Express,Maracuya,,,N/A
25213,Taqueria Express,Tamarindo,,,N/A
25214,Taqueria Express,Durazano,,,N/A
25215,Taqueria Express,Mango,,,N/A
25216,Taqueria Express,Platano,,,N/A
25217,Taqueria Express,Papaya,,,N/A
25218,Taqueria Express,Fresa,,,N/A
25219,Desi Restaurant & Grocery,Soda,$1.49,,N/A
25220,Desi Restaurant & Grocery,Special Hot Tea,$1.99,Chai.,N/A
25221,Desi Restaurant & Grocery,Iced Tea,$1.99,,N/A
25222,Desi Restaurant & Grocery,2 Piece Vegetable Samosa,$2.99,"Seasoned potatoes, green peas and carrots filled in crisp turnovers.",N/A
25223,Desi Restaurant & Grocery,2 Piece Chicken Samosa,$3.99,Seasoned boneless chicken and onions filled in crisp turnovers.,N/A
25224,Desi Restaurant & Grocery,4 Piece Vegetable Pakora,$2.99,Green vegetables dipped in batter and fried.,N/A
25225,Desi Restaurant & Grocery,2 Piece Dal Puri,$1.99,Seasoned dal filled in crisp and fried.,N/A
25226,Desi Restaurant & Grocery,4 Piece Piazo,$2.99,Onion lentil fritters. Onion vazi. Grinned dal mixed with onion and green chili and fried.,N/A
25227,Desi Restaurant & Grocery,2 Piece Vegetable Roll,$2.99,"Seasoned beans cabbage, carrots, green peas and onions filled in roll and fried.",N/A
25228,Desi Restaurant & Grocery,1 Piece Mughlai Poratha,$4.99,Stuffed bread with minced meat and fortified with egg fried.,N/A
25229,Desi Restaurant & Grocery,5 Piece Fuska Weekend Only,$4.99,Pani puri.,N/A
25230,Desi Restaurant & Grocery,Chicken Soup,$6.99,,N/A
25231,Desi Restaurant & Grocery,Vegetable Soup,$4.99,Thai style seasonal vegetable soup.,N/A
25232,Desi Restaurant & Grocery,Raita,$1.99,,N/A
25233,Desi Restaurant & Grocery,Green Salad,$5.99,"Lettuce, tomatoes, cucumber and carrots.",N/A
25234,Desi Restaurant & Grocery,Chicken Curry,$9.99,Fresh chicken with special spices and onion sauce.,N/A
25235,Desi Restaurant & Grocery,Chicken Korma,$11.99,Fresh chicken cooked with creamy sauce.,N/A
25236,Desi Restaurant & Grocery,Karai Chicken,$9.99,Fresh chicken cooked with special seasoned and green chilies.,N/A
25237,Desi Restaurant & Grocery,Chicken Tikka Masala,$10.99,Cooked with creamy sauce.,N/A
25238,Desi Restaurant & Grocery,Chicken Tikka,$7.99,Dry. Boneless meat marinated in aromatic tandoori sauce.,N/A
25239,Desi Restaurant & Grocery,Chili Chicken,$9.99,Cooked in a garlic ginger sauce with red and green chili.,N/A
25240,Desi Restaurant & Grocery,Chicken Kashmiri,$11.99,Cooked in creamy sauce with fruits and coconuts.,N/A
25241,Desi Restaurant & Grocery,Chicken Dansak,$10.99,Cooked with lentil and spinach in a curry sauce.,N/A
25242,Desi Restaurant & Grocery,Chicken Vindaloo Hot,$9.99,Cooked in a hot spicy chili sauce.,N/A
25243,Desi Restaurant & Grocery,Chicken Saag,$9.99,Cooked with spinach.,N/A
25244,Desi Restaurant & Grocery,Chicken Jalfrezi,$9.99,"Cooked with fresh tomato, onion and green pepper.",N/A
25245,Desi Restaurant & Grocery,Tandoori Chicken,$7.99,Dry. Marinated in yogurt and freshly ground spices and broiled in tandoor.,N/A
25246,Desi Restaurant & Grocery,Muroga Masala,$9.99,Tandoori chicken cooked in curry sauce.,N/A
25247,Desi Restaurant & Grocery,Hariyali Chicken Tikka,$7.99,"Marinated chicken in fresh coriandear, mint, chili sauce and yogurt.",N/A
25248,Desi Restaurant & Grocery,Butter Chicken,$10.99,Cooked with creamy sauce with butter.,N/A
25249,Desi Restaurant & Grocery,Mushroom Chicken,$10.99,"Chicken and mushroom cooked with onion, garlic, tomatoes and other species.",N/A
25250,Desi Restaurant & Grocery,Beef Chilli,$10.99,Cooked in a garlic ginger sauce with red and green chili.,N/A
25251,Desi Restaurant & Grocery,Beef Korma,$12.99,Cooked with creamy sauce.,N/A
25252,Desi Restaurant & Grocery,Beef Rezala,$10.99,Beef cooked with special garam masala mix.,N/A
25253,Desi Restaurant & Grocery,Beef Curry,$10.99,Beef cooked with famous Indian spices in gravy.,N/A
25254,Desi Restaurant & Grocery,Beef Kashmiri,$12.99,Cooked in creamy sauce with fruits and coconuts.,N/A
25255,Desi Restaurant & Grocery,Beef Vindaloo Hot,$10.99,Cooked in hot spicy chili sauce.,N/A
25256,Desi Restaurant & Grocery,Beef Saag,$10.99,Cooked with spinach.,N/A
25257,Desi Restaurant & Grocery,Beef Karai,$10.99,Cooked with special seasoned and green chilies.,N/A
25258,Desi Restaurant & Grocery,Beef Dhansak,$10.99,Cooked with lentil and spinach in a curry sauce.,N/A
